id,keywords,price_php,price_min_php,price_max_php,category,unit,active,source,confidence,effective,pricing_basis,zero_price,market_source,source_url,review_status,needs_manual_validation,notes
reviewed_calamansi_substitute_limes,calamansi substitute limes,134,134,134,Produce,kg,true,reviewed_market,high,2026-05-18 to 2026-05-23,market_unit,false,DA exact: DA-AMAS NCR weekly average retail price; calamansi,https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf,Ready for base-price import,false,"source=reviewed_market; confidence=high; effective=2026-05-18 to 2026-05-23; pricing_basis=market_unit; category_multiplier=none; market_source=DA exact: DA-AMAS NCR weekly average retail price, calamansi; source_url=https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf; review_status=Ready for base-price import; needs_manual_validation=No; unit_note=Standard unit conversion only, validate if recipe uses unusual unit.; special_case=No special case beyond standard unit conversion.; reviewer_notes=DA-AMAS NCR weekly average retail price, calamansi"
reviewed_daikon_radish,daikon radish,50,40,60,Others,piece,true,reviewed_market,low,2026-05-29,market_unit,false,PCOSina catalog fallback pending local validation,https://www.dti.gov.ph/konsyumer/e-presyo/,Needs local price validation before import,true,"source=reviewed_market; confidence=low; effective=2026-05-29; pricing_basis=market_unit; category_multiplier=none; market_source=PCOSina catalog fallback pending local validation; source_url=https://www.dti.gov.ph/konsyumer/e-presyo/; review_status=Needs local price validation before import; needs_manual_validation=Yes; unit_note=Standard unit conversion only, validate if recipe uses unusual unit.; special_case=No special case beyond standard unit conversion.; reviewer_notes=No exact DA-AMAS commodity match. Retained/calibrated from PCOSina current price rule as audit placeholder, validate against local store/public SRP before production import."
reviewed_salt_asin,salt asin,41,21,41,Spices & Condiments,kg,true,reviewed_market,medium,2026-05-18 to 2026-05-23,market_unit,false,DA proxy: DA-AMAS NCR weekly average retail price; iodized salt,https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf,Ready with unit-conversion note; validate special cases,true,"source=reviewed_market; confidence=medium; effective=2026-05-18 to 2026-05-23; pricing_basis=market_unit; category_multiplier=none; market_source=DA proxy: DA-AMAS NCR weekly average retail price, iodized salt; source_url=https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf; review_status=Ready with unit-conversion note, validate special cases; needs_manual_validation=Yes; unit_note=Standard unit conversion only, validate if recipe uses unusual unit.; special_case=No special case beyond standard unit conversion.; reviewer_notes=DA-AMAS NCR weekly average retail price, iodized salt"
reviewed_labanos,labanos,50,40,60,Others,piece,true,reviewed_market,low,2026-05-29,market_unit,false,PCOSina catalog fallback pending local validation,https://www.dti.gov.ph/konsyumer/e-presyo/,Needs local price validation before import,true,"source=reviewed_market; confidence=low; effective=2026-05-29; pricing_basis=market_unit; category_multiplier=none; market_source=PCOSina catalog fallback pending local validation; source_url=https://www.dti.gov.ph/konsyumer/e-presyo/; review_status=Needs local price validation before import; needs_manual_validation=Yes; unit_note=Standard unit conversion only, validate if recipe uses unusual unit.; special_case=No special case beyond standard unit conversion.; reviewer_notes=No exact DA-AMAS commodity match. Retained/calibrated from PCOSina current price rule as audit placeholder, validate against local store/public SRP before production import."
reviewed_napa_cabbage,napa cabbage,59,59,65,Produce,kg,true,reviewed_market,high,2026-05-18 to 2026-05-23,market_unit,false,DA exact: DA-AMAS NCR weekly average retail price; cabbage varieties range,https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf,Ready for base-price import,false,"source=reviewed_market; confidence=high; effective=2026-05-18 to 2026-05-23; pricing_basis=market_unit; category_multiplier=none; market_source=DA exact: DA-AMAS NCR weekly average retail price, cabbage varieties range; source_url=https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf; review_status=Ready for base-price import; needs_manual_validation=No; unit_note=Standard unit conversion only, validate if recipe uses unusual unit.; special_case=No special case beyond standard unit conversion.; reviewer_notes=DA-AMAS NCR weekly average retail price, cabbage varieties range"
reviewed_benguet_rice,benguet rice,50,48,55,Dry Goods,kg,true,reviewed_market,medium,2026-05-18 to 2026-05-23,market_unit,false,DA proxy: DA-AMAS NCR weekly average retail price; local well milled rice,https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf,Ready with unit-conversion note; validate special cases,true,"source=reviewed_market; confidence=medium; effective=2026-05-18 to 2026-05-23; pricing_basis=market_unit; category_multiplier=none; market_source=DA proxy: DA-AMAS NCR weekly average retail price, local well milled rice; source_url=https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf; review_status=Ready with unit-conversion note, validate special cases; needs_manual_validation=Yes; unit_note=Standard unit conversion only, validate if recipe uses unusual unit.; special_case=No special case beyond standard unit conversion.; reviewer_notes=DA-AMAS NCR weekly average retail price, local well milled rice"
reviewed_lemon_juice,lemon juice,40,32,48,Beverages,piece,true,reviewed_market,low,2026-05-29,market_unit,false,PCOSina catalog fallback pending local validation,https://www.dti.gov.ph/konsyumer/e-presyo/,Needs local price validation before import,true,"source=reviewed_market; confidence=low; effective=2026-05-29; pricing_basis=market_unit; category_multiplier=none; market_source=PCOSina catalog fallback pending local validation; source_url=https://www.dti.gov.ph/konsyumer/e-presyo/; review_status=Needs local price validation before import; needs_manual_validation=Yes; unit_note=Standard unit conversion only, validate if recipe uses unusual unit.; special_case=No special case beyond standard unit conversion.; reviewer_notes=No exact DA-AMAS commodity match. Retained/calibrated from PCOSina current price rule as audit placeholder, validate against local store/public SRP before production import."
reviewed_long_grain_rice,long grain rice,50,48,55,Dry Goods,kg,true,reviewed_market,medium,2026-05-18 to 2026-05-23,market_unit,false,DA proxy: DA-AMAS NCR weekly average retail price; local well milled rice,https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf,Ready with unit-conversion note; validate special cases,true,"source=reviewed_market; confidence=medium; effective=2026-05-18 to 2026-05-23; pricing_basis=market_unit; category_multiplier=none; market_source=DA proxy: DA-AMAS NCR weekly average retail price, local well milled rice; source_url=https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf; review_status=Ready with unit-conversion note, validate special cases; needs_manual_validation=Yes; unit_note=Standard unit conversion only, validate if recipe uses unusual unit.; special_case=No special case beyond standard unit conversion.; reviewer_notes=DA-AMAS NCR weekly average retail price, local well milled rice"
reviewed_tomatoes_wedged,tomatoes wedged,64,64,64,Produce,kg,true,reviewed_market,high,2026-05-18 to 2026-05-23,market_unit,false,DA exact: DA-AMAS NCR weekly average retail price; tomato,https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf,Ready for base-price import,false,"source=reviewed_market; confidence=high; effective=2026-05-18 to 2026-05-23; pricing_basis=market_unit; category_multiplier=none; market_source=DA exact: DA-AMAS NCR weekly average retail price, tomato; source_url=https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf; review_status=Ready for base-price import; needs_manual_validation=No; unit_note=Standard unit conversion only, validate if recipe uses unusual unit.; special_case=No special case beyond standard unit conversion.; reviewer_notes=DA-AMAS NCR weekly average retail price, tomato"
reviewed_flour,flour,65,55,85,Dry Goods,kg,true,reviewed_market,medium,2026-05-29,market_unit,false,Non-DA audit estimate: Audit estimate for all-purpose flour; validate against local retail source,https://www.dti.gov.ph/konsyumer/e-presyo/,Ready with unit-conversion note; validate special cases,true,"source=reviewed_market; confidence=medium; effective=2026-05-29; pricing_basis=market_unit; category_multiplier=none; market_source=Non-DA audit estimate: Audit estimate for all-purpose flour, validate against local retail source; source_url=https://www.dti.gov.ph/konsyumer/e-presyo/; review_status=Ready with unit-conversion note, validate special cases; needs_manual_validation=Yes; unit_note=Standard unit conversion only, validate if recipe uses unusual unit.; special_case=No special case beyond standard unit conversion.; reviewer_notes=Audit estimate for all-purpose flour, validate against local retail source"
reviewed_clam_meat,clam meat,90,72,108,Beverages,piece,true,reviewed_market,low,2026-05-29,market_unit,false,PCOSina catalog fallback pending local validation,https://www.dti.gov.ph/konsyumer/e-presyo/,Needs local price validation before import,true,"source=reviewed_market; confidence=low; effective=2026-05-29; pricing_basis=market_unit; category_multiplier=none; market_source=PCOSina catalog fallback pending local validation; source_url=https://www.dti.gov.ph/konsyumer/e-presyo/; review_status=Needs local price validation before import; needs_manual_validation=Yes; unit_note=Standard unit conversion only, validate if recipe uses unusual unit.; special_case=No special case beyond standard unit conversion.; reviewer_notes=No exact DA-AMAS commodity match. Retained/calibrated from PCOSina current price rule as audit placeholder, validate against local store/public SRP before production import."
reviewed_tanigue,tanigue,295,295,295,Beverages,kg,true,reviewed_market,medium,2026-05-18 to 2026-05-23,market_unit,false,DA proxy: DA-AMAS NCR weekly average retail price; tambakol/yellow-fin tuna proxy,https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf,Ready with unit-conversion note; validate special cases,true,"source=reviewed_market; confidence=medium; effective=2026-05-18 to 2026-05-23; pricing_basis=market_unit; category_multiplier=none; market_source=DA proxy: DA-AMAS NCR weekly average retail price, tambakol/yellow-fin tuna proxy; source_url=https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf; review_status=Ready with unit-conversion note, validate special cases; needs_manual_validation=Yes; unit_note=Standard unit conversion only, validate if recipe uses unusual unit.; special_case=No special case beyond standard unit conversion.; reviewer_notes=DA-AMAS NCR weekly average retail price, tambakol/yellow-fin tuna proxy"
reviewed_tulingan,tulingan,35,28,42,Canned/Packaged,piece,true,reviewed_market,low,2026-05-29,market_unit,false,PCOSina catalog fallback pending local validation,https://www.dti.gov.ph/konsyumer/e-presyo/,Needs local price validation before import,true,"source=reviewed_market; confidence=low; effective=2026-05-29; pricing_basis=market_unit; category_multiplier=none; market_source=PCOSina catalog fallback pending local validation; source_url=https://www.dti.gov.ph/konsyumer/e-presyo/; review_status=Needs local price validation before import; needs_manual_validation=Yes; unit_note=Pack, can, and loaf sizes vary. Use grams/mL from label when available, otherwise show as estimate.; special_case=Special case: pack/can/loaf pricing depends on label size, mark as estimate if size unknown.; reviewer_notes=No exact DA-AMAS commodity match. Retained/calibrated from PCOSina current price rule as audit placeholder, validate against local store/public SRP before production import."
reviewed_carrot_chunks,carrot chunks,135,135,135,Produce,kg,true,reviewed_market,high,2026-05-18 to 2026-05-23,market_unit,false,DA exact: DA-AMAS NCR weekly average retail price; local carrots,https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf,Ready for base-price import,false,"source=reviewed_market; confidence=high; effective=2026-05-18 to 2026-05-23; pricing_basis=market_unit; category_multiplier=none; market_source=DA exact: DA-AMAS NCR weekly average retail price, local carrots; source_url=https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf; review_status=Ready for base-price import; needs_manual_validation=No; unit_note=Standard unit conversion only, validate if recipe uses unusual unit.; special_case=No special case beyond standard unit conversion.; reviewer_notes=DA-AMAS NCR weekly average retail price, local carrots"
reviewed_carrot_karot,carrot karot,135,135,135,Produce,kg,true,reviewed_market,high,2026-05-18 to 2026-05-23,market_unit,false,DA exact: DA-AMAS NCR weekly average retail price; local carrots,https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf,Ready for base-price import,false,"source=reviewed_market; confidence=high; effective=2026-05-18 to 2026-05-23; pricing_basis=market_unit; category_multiplier=none; market_source=DA exact: DA-AMAS NCR weekly average retail price, local carrots; source_url=https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf; review_status=Ready for base-price import; needs_manual_validation=No; unit_note=Standard unit conversion only, validate if recipe uses unusual unit.; special_case=No special case beyond standard unit conversion.; reviewer_notes=DA-AMAS NCR weekly average retail price, local carrots"
reviewed_pancit_canton_noodles,pancit canton noodles,90,70,130,Dry Goods,kg,true,reviewed_market,medium,2026-05-29,market_unit,false,Non-DA audit estimate: Audit estimate for noodles/miki/pancit; validate pack size,https://www.dti.gov.ph/konsyumer/e-presyo/,Ready with unit-conversion note; validate special cases,true,"source=reviewed_market; confidence=medium; effective=2026-05-29; pricing_basis=market_unit; category_multiplier=none; market_source=Non-DA audit estimate: Audit estimate for noodles/miki/pancit, validate pack size; source_url=https://www.dti.gov.ph/konsyumer/e-presyo/; review_status=Ready with unit-conversion note, validate special cases; needs_manual_validation=Yes; unit_note=Pack, can, and loaf sizes vary. Use grams/mL from label when available, otherwise show as estimate.; special_case=Special case: pack/can/loaf pricing depends on label size, mark as estimate if size unknown.; reviewer_notes=Audit estimate for noodles/miki/pancit, validate pack size"
reviewed_sized_carrot,sized carrot,135,135,135,Produce,kg,true,reviewed_market,high,2026-05-18 to 2026-05-23,market_unit,false,DA exact: DA-AMAS NCR weekly average retail price; local carrots,https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf,Ready for base-price import,false,"source=reviewed_market; confidence=high; effective=2026-05-18 to 2026-05-23; pricing_basis=market_unit; category_multiplier=none; market_source=DA exact: DA-AMAS NCR weekly average retail price, local carrots; source_url=https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf; review_status=Ready for base-price import; needs_manual_validation=No; unit_note=Standard unit conversion only, validate if recipe uses unusual unit.; special_case=No special case beyond standard unit conversion.; reviewer_notes=DA-AMAS NCR weekly average retail price, local carrots"
reviewed_toasted_garlic,toasted garlic,146,146,400,Produce,kg,true,reviewed_market,medium,2026-05-18 to 2026-05-23,market_unit,false,"DA exact/proxy: DA-AMAS NCR weekly average retail price; imported garlic default, local/native upper bound",https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf,Ready with unit-conversion note; validate special cases,true,"source=reviewed_market; confidence=medium; effective=2026-05-18 to 2026-05-23; pricing_basis=market_unit; category_multiplier=none; market_source=DA exact/proxy: DA-AMAS NCR weekly average retail price, imported garlic default, local/native upper bound; source_url=https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf; review_status=Ready with unit-conversion note, validate special cases; needs_manual_validation=Yes; unit_note=Do not price a clove as 1 kg. Convert cloves/heads to estimated grams before multiplying by kg price.; special_case=Special case: garlic/bawang should use clove/head display but kg-based price. Add gram-per-clove/head assumption before pantry deduction.; reviewer_notes=DA-AMAS NCR weekly average retail price, imported garlic default, local/native upper bound"
reviewed_liquid_seasoning,liquid seasoning,50,40,60,Others,piece,true,reviewed_market,low,2026-05-29,market_unit,false,PCOSina catalog fallback pending local validation,https://www.dti.gov.ph/konsyumer/e-presyo/,Needs local price validation before import,true,"source=reviewed_market; confidence=low; effective=2026-05-29; pricing_basis=market_unit; category_multiplier=none; market_source=PCOSina catalog fallback pending local validation; source_url=https://www.dti.gov.ph/konsyumer/e-presyo/; review_status=Needs local price validation before import; needs_manual_validation=Yes; unit_note=Standard unit conversion only, validate if recipe uses unusual unit.; special_case=No special case beyond standard unit conversion.; reviewer_notes=No exact DA-AMAS commodity match. Retained/calibrated from PCOSina current price rule as audit placeholder, validate against local store/public SRP before production import."
reviewed_hard_eggs,hard eggs,8,6,12,Eggs & Dairy,piece,true,reviewed_market,high,2026-05-18 to 2026-05-23,market_unit,false,"DA exact: DA-AMAS NCR weekly average retail price; medium white egg as default, pewee-jumbo/brown range",https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf,Ready with unit-conversion note; validate special cases,true,"source=reviewed_market; confidence=high; effective=2026-05-18 to 2026-05-23; pricing_basis=market_unit; category_multiplier=none; market_source=DA exact: DA-AMAS NCR weekly average retail price, medium white egg as default, pewee-jumbo/brown range; source_url=https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf; review_status=Ready with unit-conversion note, validate special cases; needs_manual_validation=Yes; unit_note=Eggs may be sold per piece, dozen, or tray. Convert all to piece count for recipe costing.; special_case=Special case: egg tray/dozen/piece conversion must be normalized to piece count.; reviewer_notes=DA-AMAS NCR weekly average retail price, medium white egg as default, pewee-jumbo/brown range"
reviewed_green_papaya,green papaya,74,74,74,Produce,kg,true,reviewed_market,high,2026-05-18 to 2026-05-23,market_unit,false,DA exact: DA-AMAS NCR weekly average retail price; ripe papaya,https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf,Ready for base-price import,false,"source=reviewed_market; confidence=high; effective=2026-05-18 to 2026-05-23; pricing_basis=market_unit; category_multiplier=none; market_source=DA exact: DA-AMAS NCR weekly average retail price, ripe papaya; source_url=https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf; review_status=Ready for base-price import; needs_manual_validation=No; unit_note=Standard unit conversion only, validate if recipe uses unusual unit.; special_case=No special case beyond standard unit conversion.; reviewer_notes=DA-AMAS NCR weekly average retail price, ripe papaya"
reviewed_kesong_puti,kesong puti,300,240,360,Eggs & Dairy,kg,true,reviewed_market,low,2026-05-29,market_unit,false,PCOSina catalog fallback pending local validation,https://www.dti.gov.ph/konsyumer/e-presyo/,Needs local price validation before import,true,"source=reviewed_market; confidence=low; effective=2026-05-29; pricing_basis=market_unit; category_multiplier=none; market_source=PCOSina catalog fallback pending local validation; source_url=https://www.dti.gov.ph/konsyumer/e-presyo/; review_status=Needs local price validation before import; needs_manual_validation=Yes; unit_note=Eggs may be sold per piece, dozen, or tray. Convert all to piece count for recipe costing.; special_case=Special case: egg tray/dozen/piece conversion must be normalized to piece count.; reviewer_notes=No exact DA-AMAS commodity match. Retained/calibrated from PCOSina current price rule as audit placeholder, validate against local store/public SRP before production import."
reviewed_shiitake_mushrooms,shiitake mushrooms,50,40,60,Others,piece,true,reviewed_market,low,2026-05-29,market_unit,false,PCOSina catalog fallback pending local validation,https://www.dti.gov.ph/konsyumer/e-presyo/,Needs local price validation before import,true,"source=reviewed_market; confidence=low; effective=2026-05-29; pricing_basis=market_unit; category_multiplier=none; market_source=PCOSina catalog fallback pending local validation; source_url=https://www.dti.gov.ph/konsyumer/e-presyo/; review_status=Needs local price validation before import; needs_manual_validation=Yes; unit_note=Standard unit conversion only, validate if recipe uses unusual unit.; special_case=No special case beyond standard unit conversion.; reviewer_notes=No exact DA-AMAS commodity match. Retained/calibrated from PCOSina current price rule as audit placeholder, validate against local store/public SRP before production import."
reviewed_calamansi_extract_juice,calamansi extract juice,134,134,134,Produce,kg,true,reviewed_market,high,2026-05-18 to 2026-05-23,market_unit,false,DA exact: DA-AMAS NCR weekly average retail price; calamansi,https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf,Ready for base-price import,false,"source=reviewed_market; confidence=high; effective=2026-05-18 to 2026-05-23; pricing_basis=market_unit; category_multiplier=none; market_source=DA exact: DA-AMAS NCR weekly average retail price, calamansi; source_url=https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf; review_status=Ready for base-price import; needs_manual_validation=No; unit_note=Standard unit conversion only, validate if recipe uses unusual unit.; special_case=No special case beyond standard unit conversion.; reviewer_notes=DA-AMAS NCR weekly average retail price, calamansi"
reviewed_green_chilies_siling_haba,green chilies siling haba,123,123,123,Produce,kg,true,reviewed_market,high,2026-05-18 to 2026-05-23,market_unit,false,DA exact: DA-AMAS NCR weekly average retail price; green chili/haba/pangsigang,https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf,Ready for base-price import,false,"source=reviewed_market; confidence=high; effective=2026-05-18 to 2026-05-23; pricing_basis=market_unit; category_multiplier=none; market_source=DA exact: DA-AMAS NCR weekly average retail price, green chili/haba/pangsigang; source_url=https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf; review_status=Ready for base-price import; needs_manual_validation=No; unit_note=Standard unit conversion only, validate if recipe uses unusual unit.; special_case=No special case beyond standard unit conversion.; reviewer_notes=DA-AMAS NCR weekly average retail price, green chili/haba/pangsigang"
reviewed_achuete_oil,achuete oil,98,98,98,Spices & Condiments,l,true,reviewed_market,medium,2026-05-18 to 2026-05-23,market_unit,false,DA proxy: DA-AMAS NCR weekly average retail price; palm cooking oil 1L,https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf,Ready with unit-conversion note; validate special cases,true,"source=reviewed_market; confidence=medium; effective=2026-05-18 to 2026-05-23; pricing_basis=market_unit; category_multiplier=none; market_source=DA proxy: DA-AMAS NCR weekly average retail price, palm cooking oil 1L; source_url=https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf; review_status=Ready with unit-conversion note, validate special cases; needs_manual_validation=Yes; unit_note=Standard unit conversion only, validate if recipe uses unusual unit.; special_case=No special case beyond standard unit conversion.; reviewer_notes=DA-AMAS NCR weekly average retail price, palm cooking oil 1L"
reviewed_bundle_long_beans,bundle long beans,100,80,120,Produce,kg,true,reviewed_market,low,2026-05-29,market_unit,false,PCOSina catalog fallback pending local validation,https://www.dti.gov.ph/konsyumer/e-presyo/,Needs local price validation before import,true,"source=reviewed_market; confidence=low; effective=2026-05-29; pricing_basis=market_unit; category_multiplier=none; market_source=PCOSina catalog fallback pending local validation; source_url=https://www.dti.gov.ph/konsyumer/e-presyo/; review_status=Needs local price validation before import; needs_manual_validation=Yes; unit_note=Standard unit conversion only, validate if recipe uses unusual unit.; special_case=No special case beyond standard unit conversion.; reviewer_notes=No exact DA-AMAS commodity match. Retained/calibrated from PCOSina current price rule as audit placeholder, validate against local store/public SRP before production import."
reviewed_bundle_sitaw,bundle sitaw,100,80,120,Produce,kg,true,reviewed_market,low,2026-05-29,market_unit,false,PCOSina catalog fallback pending local validation,https://www.dti.gov.ph/konsyumer/e-presyo/,Needs local price validation before import,true,"source=reviewed_market; confidence=low; effective=2026-05-29; pricing_basis=market_unit; category_multiplier=none; market_source=PCOSina catalog fallback pending local validation; source_url=https://www.dti.gov.ph/konsyumer/e-presyo/; review_status=Needs local price validation before import; needs_manual_validation=Yes; unit_note=Standard unit conversion only, validate if recipe uses unusual unit.; special_case=No special case beyond standard unit conversion.; reviewer_notes=No exact DA-AMAS commodity match. Retained/calibrated from PCOSina current price rule as audit placeholder, validate against local store/public SRP before production import."
reviewed_calamansi_halves,calamansi halves,134,134,134,Produce,kg,true,reviewed_market,high,2026-05-18 to 2026-05-23,market_unit,false,DA exact: DA-AMAS NCR weekly average retail price; calamansi,https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf,Ready for base-price import,false,"source=reviewed_market; confidence=high; effective=2026-05-18 to 2026-05-23; pricing_basis=market_unit; category_multiplier=none; market_source=DA exact: DA-AMAS NCR weekly average retail price, calamansi; source_url=https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf; review_status=Ready for base-price import; needs_manual_validation=No; unit_note=Standard unit conversion only, validate if recipe uses unusual unit.; special_case=No special case beyond standard unit conversion.; reviewer_notes=DA-AMAS NCR weekly average retail price, calamansi"
reviewed_calamansi_lemon_wedges,calamansi lemon wedges,134,134,134,Produce,kg,true,reviewed_market,high,2026-05-18 to 2026-05-23,market_unit,false,DA exact: DA-AMAS NCR weekly average retail price; calamansi,https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf,Ready for base-price import,false,"source=reviewed_market; confidence=high; effective=2026-05-18 to 2026-05-23; pricing_basis=market_unit; category_multiplier=none; market_source=DA exact: DA-AMAS NCR weekly average retail price, calamansi; source_url=https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf; review_status=Ready for base-price import; needs_manual_validation=No; unit_note=Standard unit conversion only, validate if recipe uses unusual unit.; special_case=No special case beyond standard unit conversion.; reviewer_notes=DA-AMAS NCR weekly average retail price, calamansi"
reviewed_scad,scad,240,192,288,Meat/Seafood,kg,true,reviewed_market,low,2026-05-29,market_unit,false,PCOSina catalog fallback pending local validation,https://www.dti.gov.ph/konsyumer/e-presyo/,Needs local price validation before import,true,"source=reviewed_market; confidence=low; effective=2026-05-29; pricing_basis=market_unit; category_multiplier=none; market_source=PCOSina catalog fallback pending local validation; source_url=https://www.dti.gov.ph/konsyumer/e-presyo/; review_status=Needs local price validation before import; needs_manual_validation=Yes; unit_note=Standard unit conversion only, validate if recipe uses unusual unit.; special_case=No special case beyond standard unit conversion.; reviewer_notes=No exact DA-AMAS commodity match. Retained/calibrated from PCOSina current price rule as audit placeholder, validate against local store/public SRP before production import."
reviewed_sirloin_beef_steak,sirloin beef steak,497,445,497,Meat/Seafood,kg,true,reviewed_market,medium,2026-05-18 to 2026-05-23,market_unit,false,DA proxy: DA-AMAS NCR weekly average retail price; general beef proxy,https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf,Ready with unit-conversion note; validate special cases,true,"source=reviewed_market; confidence=medium; effective=2026-05-18 to 2026-05-23; pricing_basis=market_unit; category_multiplier=none; market_source=DA proxy: DA-AMAS NCR weekly average retail price, general beef proxy; source_url=https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf; review_status=Ready with unit-conversion note, validate special cases; needs_manual_validation=Yes; unit_note=Standard unit conversion only, validate if recipe uses unusual unit.; special_case=No special case beyond standard unit conversion.; reviewer_notes=DA-AMAS NCR weekly average retail price, general beef proxy"
reviewed_pork_chicharon,pork chicharon,348,254,403,Meat/Seafood,kg,true,reviewed_market,medium,2026-05-18 to 2026-05-23,market_unit,false,DA proxy: DA-AMAS NCR weekly average retail price; general pork proxy,https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf,Ready with unit-conversion note; validate special cases,true,"source=reviewed_market; confidence=medium; effective=2026-05-18 to 2026-05-23; pricing_basis=market_unit; category_multiplier=none; market_source=DA proxy: DA-AMAS NCR weekly average retail price, general pork proxy; source_url=https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf; review_status=Ready with unit-conversion note, validate special cases; needs_manual_validation=Yes; unit_note=Standard unit conversion only, validate if recipe uses unusual unit.; special_case=No special case beyond standard unit conversion.; reviewer_notes=DA-AMAS NCR weekly average retail price, general pork proxy"
reviewed_sized_tomatoes,sized tomatoes,64,64,64,Produce,kg,true,reviewed_market,high,2026-05-18 to 2026-05-23,market_unit,false,DA exact: DA-AMAS NCR weekly average retail price; tomato,https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf,Ready for base-price import,false,"source=reviewed_market; confidence=high; effective=2026-05-18 to 2026-05-23; pricing_basis=market_unit; category_multiplier=none; market_source=DA exact: DA-AMAS NCR weekly average retail price, tomato; source_url=https://www.da.gov.ph/wp-content/uploads/2026/05/Weekly-Average-Prices-May-18-23-2026.pdf; review_status=Ready for base-price import; needs_manual_validation=No; unit_note=Standard unit conversion only, validate if recipe uses unusual unit.; special_case=No special case beyond standard unit conversion.; reviewer_notes=DA-AMAS NCR weekly average retail price, tomato"
