recipe_id,calories,protein_grams,carbs_grams,fats_grams,fiber_grams,sodium_mg,sugar_grams,source,confidence,review_status,notes,draft_status,matched_ingredient_count,unmatched_ingredients,fdc_matches
ph_92,1770,31.9,1.8,180.3,0.3,110,0.6,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=8. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,3,1 large bunch lemongrass pounded (no FDC match for lemongrass) | 1 large bunch scallions (no FDC match for scallions) | 1 tablespoon salt (ignored seasoning/water) | 1 teaspoon ground black pepper (no FDC match for pepper) | 7 pieces star anise (no FDC match for star anise) | 1 pint water (no FDC match for pint water),"6 lbs. whole slab boneless pork belly => slab boneless pork belly [2721.6g, FDC local:pork belly] | 1 1/2 tablespoon garlic powder => garlic powder [12.0g, FDC local:garlic] | 1 medium red onion wedged => onion [110.0g, FDC local:onion]"
ph_93,1992,7.1,1.9,221.1,0.1,16,0.1,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=4. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,4,4 tablespoons Knorr Liquid Seasoning (no FDC match for knorr liquid seasoning) | 1/2 cup Shaoxing cooking wine optional (no FDC match for shaoxing cooking wine) | 8 pieces dried bay leaves (ignored seasoning/water) | 2 quarts water (ignored seasoning/water),"1 4lb. Pig leg => 4lb. pork [100.0g, FDC local:pork] | 1 tablespoon whole peppercorn => peppercorn [8.0g, FDC local:corn] | 6 cloves garlic crushed => garlic [18.0g, FDC local:garlic] | 1 quart cooking oil => cooking oil [870.0g, FDC local:cooking oil]"
ph_95,1084,100.8,15.0,65.5,2.5,1851,3.6,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=4. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,11,"12 to 15 pieces long green beans Baguio beans (no FDC match for beans baguio beans) | 1 ripe plantain or saba, sliced (no FDC match for plantain or saba) | 1 15 oz. can chickpeas (garbanzos) (no FDC match for . can chickpeas) | 1/4 teaspoon ground black pepper (no FDC match for pepper)","3 lbs. beef chuck cubed => beef chuck [1360.8g, FDC local:beef] | 1 Chorizo de Bilbao sliced crosswise into smaller pieces => pork de bilbao crosswise into smaller [100.0g, FDC local:pork] | 1 14.5 oz. can diced tomato => . can tomato [120.0g, FDC local:tomato] | 1 large baking potato cubed => baking potato [170.0g, FDC local:potato] | 1 bunch baby bok choy => baby bok choy [150.0g, FDC local:bok choy] | 1/2 head small cabbage => cabbage [50.0g, FDC local:cabbage] | 4 to 5 cups beef broth => beef broth [1080.0g, FDC local:broth] | 3 cloves garlic minced => garlic [9.0g, FDC local:garlic] | 1 medium yellow onion minced => onion [110.0g, FDC local:onion] | 3 tablespoons fish sauce => fish sauce [45.0g, FDC local:fish sauce] | 3 tablespoons cooking oil => cooking oil [40.8g, FDC local:cooking oil]"
ph_96,193,2.9,22.8,10.6,1.1,790,18.1,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=4. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,8,1 1/2 lb. lechon kawaii sliced (no FDC match for lechon kawaii) | 1 1/2 cups lechon sauce (no FDC match for lechon sauce) | 6 pieces dried bay leaves (ignored seasoning/water) | Salt to taste (ignored seasoning/water),"2 1/2 cups beef broth => beef broth [600.0g, FDC local:broth] | 3 cloves garlic minced => garlic [9.0g, FDC local:garlic] | 2 medium onion diced => onion [220.0g, FDC local:onion] | 1/2 cup granulated white sugar => granulated sugar [62.5g, FDC local:sugar] | 1 teaspoon whole peppercorn => peppercorn [2.7g, FDC local:corn] | 2 tablespoons soy sauce => soy sauce [30.0g, FDC local:soy sauce] | 1/4 cup white vinegar => vinegar [35.0g, FDC local:vinegar] | 3 tablespoons cooking oil => cooking oil [40.8g, FDC local:cooking oil]"
ph_97,335,25.8,26.3,15.1,4.6,1123,6.9,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=3. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,9,1 piece Chinese sausage minced (no FDC match for chinese sausage) | 1/4 cup minced parsley (no FDC match for parsley) | 1/4 cup chopped scallions (no FDC match for scallions) | 1 tablespoon paprika (no FDC match for paprika) | 1/4 teaspoon ground black pepper (no FDC match for pepper) | 1 1/2 cups water (no FDC match for water),"5 ounces Sotanghon noodles => sotanghon noodles [141.7g, FDC local:noodles] | 1 Knorr Shrimp Cube => knorr shrimp cube [20.0g, FDC local:shrimp] | 12 pieces shrimp => shrimp [240.0g, FDC local:shrimp] | 5 cloves garlic crushed => garlic [15.0g, FDC local:garlic] | 2 cups chopped cabbage => cabbage [280.0g, FDC local:cabbage] | 3/4 cup carrot julienne => carrot julienne [105.0g, FDC local:carrot] | 2 1/2 tablespoons fish sauce => fish sauce [37.5g, FDC local:fish sauce] | 1 small yellow onion sliced => onion [110.0g, FDC local:onion] | 3 tablespoons cooking oil => cooking oil [40.8g, FDC local:cooking oil]"
ph_98,533,53.1,12.6,29.7,2.9,332,6.0,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=4. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,14,2 cups chopped cauliflower (no FDC match for cauliflower) | 2 1/2 tablespoons oyster sauce (no FDC match for oyster sauce) | 2 cups water (ignored seasoning/water) | Salt and ground black pepper to taste (ignored seasoning/water),"1 small head cabbage chopped => cabbage [100.0g, FDC local:cabbage] | 1 Knorr Shrimp Cube => knorr shrimp cube [20.0g, FDC local:shrimp] | 1 small red bell pepper sliced into squares => bell pepper into squares [120.0g, FDC local:bell pepper] | 1 small green bell pepper sliced into squares => bell pepper into squares [120.0g, FDC local:bell pepper] | 12 boiled quail eggs => quail eggs [600.0g, FDC local:egg] | 6 to 10 pieces shrimp head and shell removed => shrimp and shell removed [160.0g, FDC local:shrimp] | 3 ounces chicken liver sliced => chicken liver [85.0g, FDC local:chicken] | 4 ounces sliced chicken breast => chicken breast [113.4g, FDC local:chicken] | 3 ounces pork shoulder sliced => pork shoulder [85.0g, FDC local:pork] | 1 medium carrot sliced => carrot [60.0g, FDC local:carrot] | 1 medium yellow onion sliced => onion [110.0g, FDC local:onion] | 4 cloves garlic crushed and sliced into small pieces => garlic and into [12.0g, FDC local:garlic] | 2 tablespoons cornstarch diluted in 4 tablespoons water => cornstarch diluted in water [16.0g, FDC local:corn] | 3 tablespoons cooking oil => cooking oil [40.8g, FDC local:cooking oil]"
ph_99,565,33.1,22.3,38.1,1.5,812,1.5,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=6. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,12,2 to 3 quarts water for soaking the noodles (unsupported unit quart) | 3 1/2 cups water (no FDC match for water) | 1/4 teaspoon ground black pepper (no FDC match for pepper) | 1/2 cup chopped scallions (no FDC match for scallions),"12 ounces palabok noodles cornstarch sticks => palabok noodles cornstarch sticks [340.2g, FDC local:noodles] | 1 Knorr Shrimp Cube => knorr shrimp cube [20.0g, FDC local:shrimp] | 8 ounces pork shoulder sliced into small pieces => pork shoulder into [226.8g, FDC local:pork] | 1/2 cup tinapa flakes smoked fish flakes => tinapa flakes smoked fish flakes [70.0g, FDC local:fish] | 6 tablespoons all-purpose flour => all-purpose flour [48.0g, FDC local:flour] | 1/2 cup annatto water => annatto water [120.0g, FDC local:annatto oil] | 3 1/2 tablespoons fish sauce => fish sauce [52.5g, FDC local:fish sauce] | 3 tablespoons cooking oil => cooking oil [40.8g, FDC local:cooking oil] | 10 to 12 pieces shrimp deveined, shell and head removed => shrimp deveined shell and removed [220.0g, FDC local:shrimp] | 1 cup Napa cabbage sliced into small squares => napa cabbage into squares [140.0g, FDC local:cabbage] | 3 boiled eggs sliced into quarters => eggs into quarters [150.0g, FDC local:egg] | 1/2 cup crushed chicharon pork rinds => chicharon pork rinds [70.0g, FDC local:pork]"
ph_101,298,24.7,14.2,16.1,1.9,679,2.8,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=4. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,8,2 33g packs Knorr Ginataang Gulay Recipe Mix (no FDC match for 33g packs knorr ginataang gulay recipe mix) | 10 to 12 pieces Thai chili (no FDC match for thai chili) | 4 1/2 cups water (no FDC match for water),"2 ounces 60 grams dried taro leaves (dahon ng gabi), chopped => dried taro leaves [56.7g, FDC local:taro] | 5 ounces pork shoulder chasm, sliced into thin small pieces => pork shoulder chasm into thin [141.7g, FDC local:pork] | 10 pieces medium shrimp cleaned => shrimp [200.0g, FDC local:shrimp] | 2 tablespoons shrimp paste bagoong alamang => shrimp paste shrimp paste [34.0g, FDC local:shrimp paste] | 4 thumbs ginger sliced => ginger [60.0g, FDC local:ginger] | 2 medium onions sliced => onions [220.0g, FDC local:onion] | 7 cloves garlic crushed => garlic [21.0g, FDC local:garlic] | 3 tablespoons cooking oil => cooking oil [40.8g, FDC local:cooking oil]"
ph_102,336,37.2,5.6,17.2,1.0,67,2.3,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=2. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,5,2 pieces long green pepper chopped (no FDC match for pepper) | 4 Thai chili chopped (no FDC match for thai chili) | 3 tablespoons Knorr Liquid Seasoning (no FDC match for knorr liquid seasoning) | 1/4 teaspoon salt (no FDC match for salt) | 1/4 teaspoon ground black pepper (no FDC match for pepper) | 3 tablespoons butter (no FDC match for butter),"8 ounces tuna steak sliced into small cubes => tuna steak into cubes [226.8g, FDC local:tuna] | 2 tablespoons Lady's Choice Mayonnaise => lady s choice cooking oil [27.2g, FDC local:cooking oil] | 1/4 cup pork chicharon cut into small pieces => pork chicharon [35.0g, FDC local:pork] | 1 medium red onion chopped into small pieces => onion into [110.0g, FDC local:onion] | 1 teaspoon garlic powder => garlic powder [2.7g, FDC local:garlic]"
ph_103,485,71.4,4.2,18.4,0.5,1053,1.6,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=4. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,6,1 20g pack Knorr Ginataang Gulay mix (no FDC match for 20g pack knorr ginataang gulay mix) | 1 cup hot pepper leaves dahon ng sili (no FDC match for hot pepper leaves dahon ng sili) | 1/2 cup sliced turmeric luyang dilaw (no FDC match for turmeric luyang dilaw) | 5 pieces Thai chili optional (no FDC match for thai chili) | 2 1/2 cups water (no FDC match for water),"2 lbs. chicken thigh cut into serving pieces => chicken thigh [907.2g, FDC local:chicken] | 1 medium yellow onion diced => onion [110.0g, FDC local:onion] | 5 cloves garlic crushed => garlic [15.0g, FDC local:garlic] | 1/8 teaspoon crushed peppercorn => peppercorn [0.3g, FDC local:corn] | 3 tablespoons fish sauce => fish sauce [45.0g, FDC local:fish sauce] | 3 tablespoons cooking oil => cooking oil [40.8g, FDC local:cooking oil]"
ph_105,444,79.3,6.0,9.2,0.8,1073,1.8,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=4. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,6,"3/4 cups tamarind flower buds or tamarind leaves (no FDC match for tamarind flower buds or tamarind leaves) | 4 pieces long green pepper siding pansigang (no FDC match for pepper siding pansigang) | 1 20 g. Knorr Sinigang sa Sampaloc Mix, original (no FDC match for . knorr sinigang sa sampaloc mix original) | 6 cups water (ignored seasoning/water)","2 lbs. chicken cut into serving pieces => chicken [907.2g, FDC local:chicken] | 1 large red onion => onion [110.0g, FDC local:onion] | 3 thumbs ginger sliced => ginger [45.0g, FDC local:ginger] | 4 cloves garlic crushed => garlic [12.0g, FDC local:garlic] | 1 Knorr Chicken Cube => knorr chicken cube [100.0g, FDC local:chicken] | 3 tablespoons fish sauce => fish sauce [45.0g, FDC local:fish sauce]"
ph_106,1763,25.3,0.0,184.2,0.0,87,0.0,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=5. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,2,5 pieces dried bay leaves (ignored seasoning/water) | 1 1/2 tablespoons whole pepperorn (no FDC match for pepperorn) | 3 pints water (no FDC match for pints water) | 1 tablespoon salt (ignored seasoning/water),"3 lbs. pork belly => pork belly [1360.8g, FDC local:pork belly] | 2 pints cooking oil => pints cooking oil [200.0g, FDC local:cooking oil]"
ph_107,857,19.9,6.5,83.0,1.0,604,3.0,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=3. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,7,Spiced Vinegar (missing quantity) | 4 pieces chili peppers (no FDC match for chili peppers) | A dash of ground black pepper (no FDC match for dash of pepper),"1 lb. grilled liempo chopped => grilled liempo [453.6g, FDC local:pork belly] | 6 ounces deep fried extra firm tofu cubed => deep fried extra tofu [170.1g, FDC local:tofu] | 3/4 cup white vinegar => vinegar [105.0g, FDC local:vinegar] | 1 small red onion sliced => onion [110.0g, FDC local:onion] | 2 tablespoons chopped green onions => onions [16.0g, FDC local:onion] | 1/2 teaspoon granulated white sugar => granulated sugar [2.1g, FDC local:sugar] | 2 tablespoons soy sauce => soy sauce [30.0g, FDC local:soy sauce]"
ph_108,189,13.4,13.3,9.4,1.2,1117,8.8,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=5. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,8,2 33g packs Knorr Ginataang Gulay Recipe Mix (no FDC match for 33g packs knorr ginataang gulay recipe mix) | 2 1/2 cups water (no FDC match for water) | 3 pieces chili pepper optional (no FDC match for chili pepper),"3 pieces blue crabs cut in half => blue crabs cut in half [300.0g, FDC local:crab] | 2 20 oz. cans unripe jackfruit, chopped => . cans unripe jackfruit [200.0g, FDC local:jackfruit] | 1 cup malunggay leaves => moringa leaves leaves [30.0g, FDC local:moringa leaves] | 2 tablespoons fish sauce => fish sauce [30.0g, FDC local:fish sauce] | 4 cloves garlic crushed => garlic [12.0g, FDC local:garlic] | 1 small yellow onion chopped => onion [110.0g, FDC local:onion] | 1 thumb ginger sliced into thin strips => ginger into thin strips [15.0g, FDC local:ginger] | 3 tablespoons cooking oil => cooking oil [40.8g, FDC local:cooking oil]"
ph_109,153,6.5,16.8,7.2,5.9,597,3.4,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=6. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,7,3/4 cup tinapa flakes (no FDC match for tinapa flakes) | 1 1/2 cups ampalaya leaves (no FDC match for ampalaya leaves) | 8 pieces Thai chili (no FDC match for thai chili) | 8 to 10 cups water (no FDC match for water) | 1/4 teaspoons ground black pepper (no FDC match for pepper),"14 ounces monggo => mung beans [396.9g, FDC local:mung beans] | 1 Knorr Shrimp Cube => knorr shrimp cube [20.0g, FDC local:shrimp] | 2 medium tomato cubed => tomato [240.0g, FDC local:tomato] | 1 medium onion chopped => onion [110.0g, FDC local:onion] | 4 cloves garlic crushed => garlic [12.0g, FDC local:garlic] | 3 tablespoons fish sauce patis => fish sauce patis [45.0g, FDC local:fish sauce] | 3 tablespoons cooking oil => cooking oil [40.8g, FDC local:cooking oil]"
ph_110,539,55.8,31.2,21.4,4.6,1791,6.4,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=5. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,15,1 teaspoon sesame oil (no FDC match for sesame oil) | 3 1/2 tablespoons oyster sauce (no FDC match for oyster sauce),"8 ounces pancit canton flour stick noodles => pancit canton flour stick noodles [226.8g, FDC local:noodles] | 1/2 cup soy sauce => soy sauce [70.0g, FDC local:soy sauce] | 1 medium onion sliced => onion [110.0g, FDC local:onion] | 2 cups chicken broth => chicken broth [480.0g, FDC local:broth] | 3 tablespoons cooking oil => cooking oil [40.8g, FDC local:cooking oil] | 4 medium squid sliced crosswise => squid crosswise [400.0g, FDC local:squid] | 12 pieces shrimp cleaned, deveined, and shell removed => shrimp deveined and shell removed [240.0g, FDC local:shrimp] | 4 ounces imitation crab meat sliced => imitation crab meat [113.4g, FDC local:crab] | 6 squid balls sliced in half => squid balls in half [600.0g, FDC local:squid] | 1/2 lb. sliced white mushroom => mushroom [226.8g, FDC local:mushroom] | 5 leaves Napa cabbage chopped => leaves napa cabbage [500.0g, FDC local:cabbage] | 3/4 cup carrots julienne => carrots julienne [105.0g, FDC local:carrot] | 3 cups chicken broth => chicken broth [720.0g, FDC local:broth] | 1 tablespoon cornstarch dilited in 3 tablespoons water => cornstarch dilited in water [8.0g, FDC local:corn] | 3 tablespoons cooking oil => cooking oil [40.8g, FDC local:cooking oil]"
ph_111,212,31.5,13.9,4.0,3.3,1940,4.4,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=6. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,7,6 snake beans cut in 2 inch pieces (no FDC match for snake beans cut in inch) | 8 to 10 pieces mustard leaves (no FDC match for mustard leaves) | 2 pieces banana pepper or long green chili (no FDC match for banana pepper or chili) | 2 quarts rice wash hugas bigas (unsupported unit quart),"2 6 ounces slices fish steak => slices fish steak [200.0g, FDC local:fish] | 1 lb. shrimp cleaned => shrimp [453.6g, FDC local:shrimp] | 2 25g pack Knorr Sinigang na May Miso Recipe Mix => 25g pack knorr sinigang na may soybean paste recipe mix [200.0g, FDC local:soybean paste] | 9 to 12 pieces okra => okra [126.0g, FDC local:okra] | 2 medium tomato wedged => tomato [240.0g, FDC local:tomato] | 1 medium yellow onion wedged => onion [110.0g, FDC local:onion] | 3 tablespoons fish sauce patis => fish sauce patis [45.0g, FDC local:fish sauce]"
ph_112,776,75.7,12.4,47.4,3.1,1424,4.3,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=4. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,7,5 pieces dried bay leaves (ignored seasoning/water),"2 lbs. chicken cut into serving pieces => chicken [907.2g, FDC local:chicken] | 1 head garlic crushed => garlic [50.0g, FDC local:garlic] | 1 tablespoon crushed peppercorn => peppercorn [8.0g, FDC local:corn] | 2 cups coconut milk => coconut milk [480.0g, FDC local:coconut milk] | 6 tablespoons soy sauce => soy sauce [90.0g, FDC local:soy sauce] | 5 tablespoons white vinegar => vinegar [75.0g, FDC local:vinegar] | 3 tablespoons cooking oil => cooking oil [40.8g, FDC local:cooking oil]"
ph_113,191,17.4,5.9,11.1,1.3,35,2.3,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=4. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,4,1/2 teaspoon salt (no FDC match for salt) | 1/8 teaspoon ground black pepper (no FDC match for pepper) | 5 pieces Thai chili chopped (no FDC match for thai chili) | 2 pieces Jalapeo chopped (no FDC match for jalapeo) | Juice from 8 limes or 12 calamansi (missing quantity),"1/2 lb. tuna cut into cubes => tuna [226.8g, FDC local:tuna] | 2 thumbs ginger. minced => ginger. [30.0g, FDC local:ginger] | 1 small red onion chopped => onion [110.0g, FDC local:onion] | 1/2 cup coconut cream => coconut cream [120.0g, FDC local:coconut cream]"
ph_114,845,52.5,6.6,66.0,1.6,978,1.7,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=6. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,9,10 pieces snake beans cut into 2 inch length (no FDC match for snake beans) | 1 1/4 cups ground peanut (no FDC match for peanut) | 1 1/2 cups water (no FDC match for water),"2 1/2 lbs. beef short rib => beef short rib [1134.0g, FDC local:beef] | 1 bunch baby bok choy => baby bok choy [150.0g, FDC local:bok choy] | 1 medium onion chopped => onion [110.0g, FDC local:onion] | 3 cloves garlic minced => garlic [9.0g, FDC local:garlic] | 1 small banana blossom sliced => banana blossom [100.0g, FDC local:banana blossom] | 1 tablespoon glutinous rice flour diluted in 1/4 cup water => glutinous rice flour diluted in water [8.0g, FDC local:flour] | 3/4 cup annatto water => annatto water [180.0g, FDC local:annatto oil] | 3 tablespoons cooking oil => cooking oil [40.8g, FDC local:cooking oil] | 1/2 cup sauted shrimp paste => sauted shrimp paste [70.0g, FDC local:shrimp paste]"
ph_116,878,38.4,12.2,75.7,3.2,175,6.0,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=2. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,7,1/2 teaspoon salt (no FDC match for salt) | 1/8 teaspoon ground black pepper (no FDC match for pepper),"2 Chinese eggplants => chinese eggplants [100.0g, FDC local:eggplant] | 3 eggs => eggs [150.0g, FDC local:egg] | 6 to 8 ounces ground pork => pork [198.4g, FDC local:pork] | 1 medium tomato chopped => tomato [120.0g, FDC local:tomato] | 1 medium onion chopped => onion [110.0g, FDC local:onion] | 2 cloves crushed garlic minced => garlic [6.0g, FDC local:garlic] | 8 tablespoons cooking oil => cooking oil [108.8g, FDC local:cooking oil]"
ph_118,319,32.8,5.3,18.5,0.9,226,2.0,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=4. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,7,"1 small bottle gourd upo, peeled and sliced (no FDC match for bottle gourd upo and) | Salt and ground black pepper to taste (ignored seasoning/water)","8 ounces ground pork => pork [226.8g, FDC local:pork] | 12 to 15 pieces shrimp shell and head removed => shrimp shell and removed [270.0g, FDC local:shrimp] | 1 medium ripe tomato cubed => tomato [120.0g, FDC local:tomato] | 1 medium onion cubed => onion [110.0g, FDC local:onion] | 5 cloves crushed garlic => garlic [15.0g, FDC local:garlic] | 3/4 cup beef broth or chicken broth => beef broth or chicken broth [180.0g, FDC local:broth] | 3 tablespoons cooking oil => cooking oil [40.8g, FDC local:cooking oil]"
ph_119,281,13.3,14.5,19.5,2.5,862,5.4,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=3. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,6,2 tablespoons mirin (no FDC match for mirin) | 1 bunch scallions (no FDC match for scallions) | 1 lime or 2 pieces calamansi (no FDC match for lime or calamansi) | 1 teaspoon salt (ignored seasoning/water) | 1/4 teaspoon ground black pepper (no FDC match for pepper),"2 large squid cleaned => squid [200.0g, FDC local:squid] | 2 medium ripe tomato sliced into small cubes => tomato into cubes [240.0g, FDC local:tomato] | 2 medium yellow onion sliced into small cubes => onion into cubes [220.0g, FDC local:onion] | 2 thumbs ginger minced => ginger [30.0g, FDC local:ginger] | 3 tablespoons soy sauce => soy sauce [45.0g, FDC local:soy sauce] | 4 tablespoons annatto oil => annatto oil [54.4g, FDC local:annatto oil]"
ph_120,259,45.4,5.2,5.2,0.5,1701,0.3,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=5. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,6,6 pieces dried bay leaves (ignored seasoning/water),"1 1/2 lbs. chicken thighs and drumstick => chicken thighs and drumstick [680.4g, FDC local:chicken] | 1 cup soy sauce => soy sauce [140.0g, FDC local:soy sauce] | 1 head garlic crushed => garlic [50.0g, FDC local:garlic] | 1 tablespoons whole peppercorn => peppercorn [8.0g, FDC local:corn] | 1/4 cup vinegar => vinegar [35.0g, FDC local:vinegar] | 1/2 cup chicken broth => chicken broth [120.0g, FDC local:broth]"
ph_121,586,52.0,15.4,34.1,3.2,376,5.0,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=5. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,10,3 to 5 pieces dried bay leaves (no FDC match for dried bay leaves) | Salt and ground black pepper to taste (ignored seasoning/water),"2 lbs. pork shoulder sliced into cubes => pork shoulder into cubes [907.2g, FDC local:pork] | 1 8 oz. can tomato sauce => . can tomato sauce [120.0g, FDC local:tomato] | 1 large potato cubed => potato [170.0g, FDC local:potato] | 2 medium carrots cubed => carrots [120.0g, FDC local:carrot] | 2 cups beef broth => beef broth [480.0g, FDC local:broth] | 1 small red bell pepper sliced => bell pepper [120.0g, FDC local:bell pepper] | 1 small green bell pepper sliced => bell pepper [120.0g, FDC local:bell pepper] | 1 medium onion chopped => onion [110.0g, FDC local:onion] | 5 cloves garlic crushed => garlic [15.0g, FDC local:garlic] | 3 tablespoons cooking oil => cooking oil [40.8g, FDC local:cooking oil]"
ph_122,202,15.5,15.7,8.7,3.7,1768,5.2,local_reference_ingredient_sum_draft,api_estimate,pending_review,"Draft only: summed local reference ingredient profiles and divided by source_servings=6. Reviewer must verify ingredient matches, edible yield, oil absorption, and serving size before marking reviewed.",draft_partial_match,6,1 bunch mustard leaves (no FDC match for mustard leaves) | 3 pieces long green peppers (no FDC match for peppers) | 6 to 8 cups water (no FDC match for water) | 1/2 teaspoon ground black pepper (no FDC match for pepper),"3 salmon heads cut lengthwise into half => salmon cut lengthwise into half [300.0g, FDC local:salmon] | 2 25g pack Knorr Sinigang na May Miso Recipe Mix => 25g pack knorr sinigang na may soybean paste recipe mix [200.0g, FDC local:soybean paste] | 12 pieces okra => okra [144.0g, FDC local:okra] | 2 medium tomato wedged => tomato [240.0g, FDC local:tomato] | 2 medium yellow onion wedged => onion [220.0g, FDC local:onion] | 2 to 3 tablespoons fish sauce patis => fish sauce patis [37.5g, FDC local:fish sauce]"
